OWNER,TABLE_NAME,TABLE_BUSINESS_NAME,TABLE_DESCRIPTION,grain,COLUMN_ID,COLUMN_NAME,COLUMN_BUSINESS_NAME,COLUMN_DESCRIPTION,DATA_TYPE,DATA_LENGTH,DATA_PRECISION,DATA_SCALE,NULLABLE
CENTRALSERVICES,METERS,Meter,"Core table of meter-specific information (meter number, program, service location, firmware, form/base/class).",One row per meter,35,LOCATIONUPDATEDDTM,,,DATE,7,,,True
CENTRALSERVICES,METERS,Meter,"Core table of meter-specific information (meter number, program, service location, firmware, form/base/class).",One row per meter,36,METERBATCHID,,,NUMBER,22,,,True
CENTRALSERVICES,METERS,Meter,"Core table of meter-specific information (meter number, program, service location, firmware, form/base/class).",One row per meter,37,INTERFACEVERSION,,,VARCHAR2,48,,,True
CENTRALSERVICES,METERS,Meter,"Core table of meter-specific information (meter number, program, service location, firmware, form/base/class).",One row per meter,38,IMS2FIRMWAREVERSION,,,VARCHAR2,50,,,True
CENTRALSERVICES,METERS,Meter,"Core table of meter-specific information (meter number, program, service location, firmware, form/base/class).",One row per meter,39,APPENERGYCALC,,,NUMBER,22,3.0,0.0,True
CENTRALSERVICES,METERS,Meter,"Core table of meter-specific information (meter number, program, service location, firmware, form/base/class).",One row per meter,40,DSPHWBOARDVERSION,,,NUMBER,22,3.0,0.0,True
CENTRALSERVICES,METERS,Meter,"Core table of meter-specific information (meter number, program, service location, firmware, form/base/class).",One row per meter,41,MCUVERSION,,,NUMBER,22,3.0,0.0,True
CENTRALSERVICES,METERS,Meter,"Core table of meter-specific information (meter number, program, service location, firmware, form/base/class).",One row per meter,42,ADCVERSION,,,NUMBER,22,3.0,0.0,True
CENTRALSERVICES,METERS,Meter,"Core table of meter-specific information (meter number, program, service location, firmware, form/base/class).",One row per meter,43,IMS2CHIPVERSION,,,NUMBER,22,3.0,0.0,True
CENTRALSERVICES,METERS,Meter,"Core table of meter-specific information (meter number, program, service location, firmware, form/base/class).",One row per meter,44,PREVASSOCENDPOINTSRNO,,,VARCHAR2,30,,,True
CENTRALSERVICES,PACKETTYPES,Packet Type,"Code table of packet types (e.g., 8 = Published, 9 = Gap Analysis, on-demand).",One row per packet type,1,PACKETTYPEID,Packet Type Identifier,"Identifier for the packet type (e.g., 8=Published, 9=Gap Analysis).",NUMBER,22,3.0,0.0,False
CENTRALSERVICES,PACKETTYPES,Packet Type,"Code table of packet types (e.g., 8 = Published, 9 = Gap Analysis, on-demand).",One row per packet type,2,NAME,Packet Type Name,Name of the packet type.,VARCHAR2,50,,,True
CENTRALSERVICES,PLANS,Plan,"Definitions of scheduled plans/tasks (e.g., scheduled reads) run by Command Center.",One row per plan,1,PLANID,,,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,PLANS,Plan,"Definitions of scheduled plans/tasks (e.g., scheduled reads) run by Command Center.",One row per plan,2,NAME,,,VARCHAR2,50,,,False
CENTRALSERVICES,PLANS,Plan,"Definitions of scheduled plans/tasks (e.g., scheduled reads) run by Command Center.",One row per plan,3,DESCRIPTION,,,VARCHAR2,255,,,True
CENTRALSERVICES,PLANS,Plan,"Definitions of scheduled plans/tasks (e.g., scheduled reads) run by Command Center.",One row per plan,4,DEFAULTSTARTTIME,,,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,PLANS,Plan,"Definitions of scheduled plans/tasks (e.g., scheduled reads) run by Command Center.",One row per plan,5,ORGANIZATIONID,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,PLANS,Plan,"Definitions of scheduled plans/tasks (e.g., scheduled reads) run by Command Center.",One row per plan,6,PLANTYPEID,,,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,PLANS,Plan,"Definitions of scheduled plans/tasks (e.g., scheduled reads) run by Command Center.",One row per plan,7,SYSTEM,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,PLANS,Plan,"Definitions of scheduled plans/tasks (e.g., scheduled reads) run by Command Center.",One row per plan,8,DISTRIBUTIONID,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,PLANS,Plan,"Definitions of scheduled plans/tasks (e.g., scheduled reads) run by Command Center.",One row per plan,9,USERID,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,PLANS,Plan,"Definitions of scheduled plans/tasks (e.g., scheduled reads) run by Command Center.",One row per plan,10,TENANTID,,,NUMBER,22,5.0,0.0,False
CENTRALSERVICES,PLANSCHEDULES,Plan Schedule,"Schedule definitions (recurrence, start/end, next run) for plans.",One row per plan schedule,1,PLANSCHEDULEID,,,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,PLANSCHEDULES,Plan Schedule,"Schedule definitions (recurrence, start/end, next run) for plans.",One row per plan schedule,2,PLANID,,,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,PLANSCHEDULES,Plan Schedule,"Schedule definitions (recurrence, start/end, next run) for plans.",One row per plan schedule,3,ACTIVE,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,PLANSCHEDULES,Plan Schedule,"Schedule definitions (recurrence, start/end, next run) for plans.",One row per plan schedule,4,NEXTSTEP,,,NUMBER,22,5.0,0.0,True
CENTRALSERVICES,PLANSCHEDULES,Plan Schedule,"Schedule definitions (recurrence, start/end, next run) for plans.",One row per plan schedule,5,SCHEDULETYPE,,,NUMBER,22,3.0,0.0,False
CENTRALSERVICES,PLANSCHEDULES,Plan Schedule,"Schedule definitions (recurrence, start/end, next run) for plans.",One row per plan schedule,6,RECURRING,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,PLANSCHEDULES,Plan Schedule,"Schedule definitions (recurrence, start/end, next run) for plans.",One row per plan schedule,7,RECURRENCEFACTOR,,,NUMBER,22,5.0,0.0,True
CENTRALSERVICES,PLANSCHEDULES,Plan Schedule,"Schedule definitions (recurrence, start/end, next run) for plans.",One row per plan schedule,8,SCHEDULEINTERVAL,,,NUMBER,22,5.0,0.0,True
CENTRALSERVICES,PLANSCHEDULES,Plan Schedule,"Schedule definitions (recurrence, start/end, next run) for plans.",One row per plan schedule,9,STARTDATE,,,TIMESTAMP(6),11,,6.0,True
CENTRALSERVICES,PLANSCHEDULES,Plan Schedule,"Schedule definitions (recurrence, start/end, next run) for plans.",One row per plan schedule,10,ENDDATE,,,TIMESTAMP(6),11,,6.0,True
CENTRALSERVICES,PLANSCHEDULES,Plan Schedule,"Schedule definitions (recurrence, start/end, next run) for plans.",One row per plan schedule,11,NEXTRUNDATE,,,TIMESTAMP(6),11,,6.0,True
CENTRALSERVICES,PLANSCHEDULES,Plan Schedule,"Schedule definitions (recurrence, start/end, next run) for plans.",One row per plan schedule,12,LASTRUNDATE,,,TIMESTAMP(6),11,,6.0,True
CENTRALSERVICES,PLANSCHEDULES,Plan Schedule,"Schedule definitions (recurrence, start/end, next run) for plans.",One row per plan schedule,13,NEXTSTEPDATE,,,TIMESTAMP(6),11,,6.0,True
CENTRALSERVICES,PLANSCHEDULES,Plan Schedule,"Schedule definitions (recurrence, start/end, next run) for plans.",One row per plan schedule,14,CUSTOMRUNDATES,,,CLOB,4000,,,True
CENTRALSERVICES,PLANSCHEDULES,Plan Schedule,"Schedule definitions (recurrence, start/end, next run) for plans.",One row per plan schedule,15,RUNDATEADJUSTMENTMETHOD,,,VARCHAR2,100,,,True
CENTRALSERVICES,PLANSCHEDULES,Plan Schedule,"Schedule definitions (recurrence, start/end, next run) for plans.",One row per plan schedule,16,TASKDATA,,,CLOB,4000,,,True
CENTRALSERVICES,PLANSCHEDULES,Plan Schedule,"Schedule definitions (recurrence, start/end, next run) for plans.",One row per plan schedule,17,OFFSETTIME,,,NUMBER,22,,,True
CENTRALSERVICES,PLANTYPES,Plan Type,Code table naming the types of plans.,One row per plan type,1,PLANTYPEID,,,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,PLANTYPES,Plan Type,Code table naming the types of plans.,One row per plan type,2,NAME,,,VARCHAR2,50,,,False
CENTRALSERVICES,READ_SCHEDULE,Read Schedule,Billing read schedule by utility and billing cycle (read date and allowable install/read windows).,One row per utility/billing-cycle/read date,1,READ_DATE,,,DATE,7,,,False
CENTRALSERVICES,READ_SCHEDULE,Read Schedule,Billing read schedule by utility and billing cycle (read date and allowable install/read windows).,One row per utility/billing-cycle/read date,2,UTILITY,,,VARCHAR2,50,,,False
CENTRALSERVICES,READ_SCHEDULE,Read Schedule,Billing read schedule by utility and billing cycle (read date and allowable install/read windows).,One row per utility/billing-cycle/read date,3,BILLING_CYCLE,,,VARCHAR2,3,,,False
CENTRALSERVICES,READ_SCHEDULE,Read Schedule,Billing read schedule by utility and billing cycle (read date and allowable install/read windows).,One row per utility/billing-cycle/read date,4,OLDEST_ALLOWABLE,,,DATE,7,,,True
CENTRALSERVICES,READ_SCHEDULE,Read Schedule,Billing read schedule by utility and billing cycle (read date and allowable install/read windows).,One row per utility/billing-cycle/read date,5,LAST_INSTALL_BEFORE,,,DATE,7,,,True
CENTRALSERVICES,READ_SCHEDULE,Read Schedule,Billing read schedule by utility and billing cycle (read date and allowable install/read windows).,One row per utility/billing-cycle/read date,6,FIRST_INSTALL_AFTER,,,DATE,7,,,True
CENTRALSERVICES,READ_SCHEDULE,Read Schedule,Billing read schedule by utility and billing cycle (read date and allowable install/read windows).,One row per utility/billing-cycle/read date,7,UPDATE_TIME,,,DATE,7,,,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,1,ENDPOINTID,Endpoint Identifier,Endpoint these RF properties belong to.,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,2,OWNERID,,,NUMBER,22,5.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,3,OUTAGEINTERVAL,,,NUMBER,22,5.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,4,AUTOCONFIGURE,,,NUMBER,22,1.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,5,CONFIGGROUPACTIVATIONDATE,,,TIMESTAMP(6),11,,6.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,6,FIRMWAREACTIVATIONDATE,,,TIMESTAMP(6),11,,6.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,7,ISDISCOVERED,Is Discovered,Whether the endpoint has been discovered on the network.,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,8,METERMODELID,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,9,METERMODEID,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,10,POWERNO,,,NUMBER,22,5.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,11,ACTIVEINMESH,Active In Mesh,Whether the endpoint is currently active in the RF mesh.,NUMBER,22,1.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,12,NETWORKID,,,NUMBER,22,5.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,13,LAYER,Mesh Layer,RF mesh layer (hop distance from collector).,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,14,PATH,,,VARCHAR2,700,,,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,15,READINGEXTRACTGROUPID,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,16,STAGINGFIRMWAREID,,,NUMBER,22,5.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,17,LASTFIRMWAREID,,,NUMBER,22,5.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,18,REQUIRESFULLSELFREAD,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,19,REQUIRESFULLLPREAD,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,20,ENCRYPTCOMMUNICATION,,,NUMBER,22,1.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,21,WANREADY,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,22,WANSET,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,23,WANADDRESS,,,NUMBER,22,19.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,24,HASINITPOLLDATA,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,25,WANSENTDATE,,,TIMESTAMP(6),11,,6.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,26,DCWVERSION,DCW Version,Device Configuration Ware (DCW) version on the endpoint.,VARCHAR2,50,,,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,27,LATESTTICKLESUCCESS,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,28,NUMBEROFNEIGHBORS,Number of Neighbors,Count of RF mesh neighbors the endpoint can reach.,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,29,CONFIRMEDTIMEZONECODE,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,30,DEVICESCHEDULEID,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,31,METERPROGRAMCHANGECOUNT,,,NUMBER,22,10.0,0.0,False
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,32,RFUFIRMWAREUPDATESTATUSID,,,NUMBER,22,3.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,33,BESTNEIGHBORENDPOINTID,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,34,NETWORKENCRYPTIONKEYID,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,35,PENDINGFWACTIVATIONDATE,,,DATE,7,,,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,36,HIGHSPEEDFLG,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,37,METERPRGFMWRID,,,NUMBER,22,5.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,38,PDUCRCNUM,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,39,HANINITZTNFLG,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,40,SELFREADDMDRSTSPRTFLG,,,NUMBER,22,3.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,41,DMDRSTSEASONCHGFLG,,,NUMBER,22,1.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,42,MTRPRGID,,,VARCHAR2,20,,,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,43,MTRPRGVERSN,,,VARCHAR2,20,,,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,44,LASTPATHCOLLECTORID,,,NUMBER,22,,,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,45,REACTIVEENABLEFLG,,,NUMBER,22,1.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,46,REACTIVEMODENUM,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,47,REACTIVECAPABLEFLG,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,48,LASTSELFREADGAPDTM,,,DATE,7,,,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,49,PREVDMDRSTDTCRCNUM,,,NUMBER,22,5.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,50,EVNTSQNCENUM,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,51,LASTEVNTRCVDDTM,,,DATE,7,,,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,52,FMWDWNLDRQSTTOKEN,,,VARCHAR2,32,,,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,53,FMWDWNLDRQSTDATE,,,DATE,7,,,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,54,FMWDWNLDRQSTDWNLDPRCNT,,,NUMBER,22,7.0,4.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,55,TOUACTIVATIONDATE,,,DATE,7,,,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,56,TOUMAPID,,,NUMBER,22,,,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,57,PHYFWVERSION,,,VARCHAR2,25,,,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,58,DMDCALCULATION,,,NVARCHAR2,40,,,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,59,DMDRESETMODE,,,NVARCHAR2,16,,,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,60,DMDPEAKWINDOW,,,NVARCHAR2,16,,,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,61,SELFREADONDMDRESET,,,NVARCHAR2,510,,,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,62,ED_MODEL,,,NVARCHAR2,510,,,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,63,HWVERSION,,,NVARCHAR2,510,,,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,64,MAPPINGID,,,NUMBER,22,,,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,65,PREPAYENABLEDFLG,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,66,CRTTRNSCTNNUM,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,67,PREPAYPROVFLG,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,68,PROVDTMUTC,,,DATE,7,,,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,69,PREPAYPRVDRID,,,NUMBER,22,10.0,0.0,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,70,PREPAYTYPE,,,NUMBER,22,1.0,0.0,False
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,71,SECONDARYPROGRAMCRC,,,NUMBER,22,5.0,0.0,False
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,72,MTRPRGID2,,,VARCHAR2,20,,,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,73,MTRPRGVERSN2,,,VARCHAR2,20,,,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,74,RELAYPRESENTMASK,,,NUMBER,22,,,True
CENTRALSERVICES,RFENDPOINTPROPERTIES,RF Endpoint Properties,"Additional RF/endpoint detail and properties (DCW version, neighbor count, mesh layer/path, firmware activation).",One row per endpoint,75,HWCAPABILITYPARAMS,,,VARCHAR2,1000,,,True
